service_type,position_location,occupation_series,occupation_name,grade_code,low_grade,high_grade,usajobs_control_number,position_title,hiring_agency,position_open_date,position_close_date,occupation_full,grade_level
Excepted,"Minneapolis, Minnesota",0649,Medical Instrument Technician,GS-4/7,4,7,845389700,Medical Instrument Technician (Electrocardiograph) - EKG,Department of Veterans Affairs,2025-09-09 11:36:32.423,2025-09-23T23:59:59.9970,0649 - Medical Instrument Technician,GS-4/7
Excepted,"Madison, Wisconsin",0649,Medical Instrument Technician,GS-9,9,9,845409800,Medical Instrument Technician (Vascular) - Lead Vascular Technician,Department of Veterans Affairs,2025-09-09 12:58:58.010,2025-09-25T23:59:59.9970,0649 - Medical Instrument Technician,GS-9
Excepted,"San Diego, California",0649,Medical Instrument Technician,GS-5/7,5,7,845437200,Medical Instrument Technician (Gastroenterology) (GI),Department of Veterans Affairs,2025-09-10 00:00:00.000,2025-09-19T23:59:59.9970,0649 - Medical Instrument Technician,GS-5/7
Excepted,"Columbia, Missouri",0649,Medical Instrument Technician,GS-9,9,9,845529900,Medical Instrument Technician (Polysomnography),Department of Veterans Affairs,2025-09-10 11:40:55.647,2025-09-18T23:59:59.9970,0649 - Medical Instrument Technician,GS-9
Excepted,"East Orange, New Jersey",0649,Medical Instrument Technician,GS-8,8,8,845547300,Medical Instrument Technician (Electroencephalography),Department of Veterans Affairs,2025-09-10 12:49:50.803,2025-12-31T23:59:59.9970,0649 - Medical Instrument Technician,GS-8
Excepted,"Buffalo, New York",0649,Medical Instrument Technician,GS-10,10,10,845551400,Med Instrument Tech (Polysomnography),Department of Veterans Affairs,2025-09-10 13:09:58.770,2025-09-26T23:59:59.9970,0649 - Medical Instrument Technician,GS-10
Competitive,"Fayetteville, North Carolina",0649,Medical Instrument Technician,GS-7,7,7,845577400,Medical Instrument Technician (Electrocardiography),Department of Veterans Affairs,2025-09-10 15:02:09.410,2025-09-19T23:59:59.9970,0649 - Medical Instrument Technician,GS-7
Excepted,"Fresno, California",0649,Medical Instrument Technician,GS-4/7,4,7,845609100,Med Instrument Tech (GI),Department of Veterans Affairs,2025-09-10 17:58:07.377,2025-09-22T23:59:59.9970,0649 - Medical Instrument Technician,GS-4/7
Excepted,"Bedford, Massachusetts",0649,Medical Instrument Technician,GS-9,9,9,845637400,Medical Instrument Technician-Polysomnography,Department of Veterans Affairs,2025-09-11 09:13:54.333,2025-09-24T23:59:59.9970,0649 - Medical Instrument Technician,GS-9
Excepted,"Bedford, Massachusetts",0649,Medical Instrument Technician,GS-9,9,9,845637600,Medical Instrument Technician-Polysomnography,Department of Veterans Affairs,2025-09-11 09:16:35.677,2025-09-24T23:59:59.9970,0649 - Medical Instrument Technician,GS-9
Competitive,"Pine Ridge, South Dakota",0651,Respiratory Therapist,GS-7/8,7,8,799282800,Respiratory Therapist,Department of Health and Human Services,2025-07-28 00:00:00.000,2025-09-17T23:59:59.9970,0651 - Respiratory Therapist,GS-7/8
Competitive,"Pine Ridge, South Dakota",0651,Respiratory Therapist,GS-7/8,7,8,799283600,Respiratory Therapist,Department of Health and Human Services,2025-07-28 00:00:00.000,2025-12-31T23:59:59.9970,0651 - Respiratory Therapist,GS-7/8
Competitive,"Bethesda, Maryland",0651,Respiratory Therapist,GS-8,8,8,845171700,Respiratory Therapist,Department of Defense,2025-09-09 00:00:00.000,2025-09-15T23:59:59.9970,0651 - Respiratory Therapist,GS-8
Excepted,"Gallup, New Mexico",0660,Pharmacist,GS-12,12,12,841737700,Pharmacist (Antimicrobial Stewardship)-ESEP/MP,Department of Health and Human Services,2025-07-28 00:00:00.000,2025-09-26T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Gallup, New Mexico",0660,Pharmacist,GS-12,12,12,841738000,Pharmacist (Antimicrobial-Stewardship)-DHA,Department of Health and Human Services,2025-07-28 00:00:00.000,2025-09-26T23:59:59.9970,0660 - Pharmacist,GS-12
Competitive,"Rosebud, South Dakota",0660,Pharmacist,GS-13,13,13,841795700,Supervisory Pharmacist (Outpatient),Department of Health and Human Services,2025-07-28 00:00:00.000,2025-09-26T23:59:59.9970,0660 - Pharmacist,GS-13
Competitive,"Bastrop, Texas",0660,Pharmacist,GS-12,12,12,844003900,Pharmacist (Chief Pharmacist),Department of Justice,2025-08-21 14:05:00.023,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Cass Lake, Minnesota",0660,Pharmacist,GS-11/12,11,12,844258600,Pharmacist,Department of Health and Human Services,2025-08-25 16:37:50.510,2025-12-31T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Cass Lake, Minnesota",0660,Pharmacist,GS-11/12,11,12,844258800,Pharmacist,Department of Health and Human Services,2025-08-25 16:38:07.950,2025-12-31T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Salt Lake City, Utah",0660,Pharmacist,GS-13,13,13,844586900,Clinical Pharmacist Practitioner -Anticoagulation,Department of Veterans Affairs,2025-08-28 12:53:51.150,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-13
Competitive,"Littleton, Colorado",0660,Pharmacist,GS-12,12,12,844625400,Supervisory Pharmacist (Chief Pharmacist),Department of Justice,2025-08-28 15:26:14.117,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Brockton, Massachusetts",0660,Pharmacist,GS-13,13,13,844693100,Clinical Pharmacy Specialist (PGY2 Psychiatric Pharmacy Residency Program Director),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Jamaica Plain, Massachusetts",0660,Pharmacist,GS-13,13,13,844696600,Clinical Pharmacy Specialist (Home Based Primary Care),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"West Roxbury, Massachusetts",0660,Pharmacist,GS-13,13,13,844698900,Clinical Pharmacy Specialist (Inpatient/Acute Care),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Jamaica Plain, Massachusetts",0660,Pharmacist,GS-12,12,12,844700500,Clinical Pharmacist (Outpatient),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"West Roxbury, Massachusetts",0660,Pharmacist,GS-12,12,12,844701300,Clinical Pharmacist (Outpatient),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"West Roxbury, Massachusetts",0660,Pharmacist,GS-12,12,12,844703000,Clinical Pharmacist (Inpatient),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Iowa City, Iowa",0660,Pharmacist,GS-13,13,13,844716800,Pharmacy Supervisor - Patient Aligned Care Teams,Department of Veterans Affairs,2025-08-29 15:09:31.573,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Iowa City, Iowa",0660,Pharmacist,GS-13,13,13,844716900,Pharmacy Supervisor - Patient Aligned Care Teams,Department of Veterans Affairs,2025-08-29 15:09:38.307,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Iowa City, Iowa",0660,Pharmacist,GS-13,13,13,844718200,Pharmacy Supervisor - Ambulatory Care,Department of Veterans Affairs,2025-08-29 15:18:36.753,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Iowa City, Iowa",0660,Pharmacist,GS-13,13,13,844718400,Pharmacy Supervisor - Ambulatory Care,Department of Veterans Affairs,2025-08-29 15:19:12.817,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Brockton, Massachusetts",0660,Pharmacist,GS-13,13,13,844751200,Clinical Pharmacy Specialist (PGY2 Psychiatric Pharmacy Residency Program Director),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Jamaica Plain, Massachusetts",0660,Pharmacist,GS-13,13,13,844754100,Clinical Pharmacy Specialist (Home Based Primary Care),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"West Roxbury, Massachusetts",0660,Pharmacist,GS-13,13,13,844756800,Clinical Pharmacy Specialist (Inpatient/Acute Care),Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Competitive,"Fort Polk, Louisiana",0660,Pharmacist,GS-12,12,12,844804300,Pharmacist,Department of Defense,2025-09-04 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Competitive,"San Diego, California",0660,Pharmacist,GS-12,12,12,844834900,Pharmacist (Chief Pharmacist),Department of Justice,2025-09-02 17:05:27.743,2025-09-23T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Orlando, Florida",0660,Pharmacist,GS-14,14,14,844849600,Associate Service Chief - Pharmacy Service,Department of Veterans Affairs,2025-09-03 07:05:14.823,2025-09-26T23:59:59.9970,0660 - Pharmacist,GS-14
Competitive,"Camp Lejeune, North Carolina",0660,Pharmacist,GS-13,13,13,844868200,Supervisory Pharmacist,Department of Defense,2025-09-04 00:00:00.000,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Augusta, Georgia",0660,Pharmacist,GS-12,12,12,844870500,Clinical Pharmacist  (PADR),Department of Veterans Affairs,2025-09-04 00:00:00.000,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Fayetteville, North Carolina",0660,Pharmacist,GS-13,13,13,844926700,Pharmacist (Clinical Spec-Pain Management),Department of Veterans Affairs,2025-09-03 14:27:53.083,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Ann Arbor, Michigan",0660,Pharmacist,GS-13,13,13,844936700,Clinical Pharmacist Specialist- Acute Care and Community Living Center,Department of Veterans Affairs,2025-09-03 15:16:00.613,2025-09-11T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Columbia, South Carolina",0660,Pharmacist,GS-11/12,11,12,844942200,Clinical Pharmacist,Department of Veterans Affairs,2025-09-04 00:00:00.000,2025-09-22T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Los Angeles, California",0660,Pharmacist,GS-11/12,11,12,844954000,Clinical Pharmacist (Inpatient),Department of Veterans Affairs,2025-09-04 00:00:00.000,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Pittsburgh, Pennsylvania",0660,Pharmacist,GS-13,13,13,844954400,Clinical Pharmacy Specialist,Department of Veterans Affairs,2025-09-03 16:47:27.210,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Orlando, Florida",0660,Pharmacist,GS-13,13,13,844974100,Clinical Pharmacy Specialist - Mental Health,Department of Veterans Affairs,2025-09-08 00:00:00.000,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Charleston, South Carolina",0660,Pharmacist,GS-11/12,11,12,844981900,Clinical Pharmacist - Inpatient,Department of Veterans Affairs,2025-09-04 08:44:57.400,2025-09-22T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Fargo, North Dakota",0660,Pharmacist,GS-13,13,13,845070200,Clinical Pharmacy Specialist - Anticoagulation/Cardiology,Department of Veterans Affairs,2025-09-04 15:34:34.123,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Phoenix, Arizona",0660,Pharmacist,GS-13,13,13,845146100,Pharmacist Clinical Specialist-Outpatient Infectious Disease,Department of Veterans Affairs,2025-09-05 12:07:30.163,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Fresno, California",0660,Pharmacist,GS-14,14,14,845167000,Pharmacist - (Associate Service Chief),Department of Veterans Affairs,2025-09-05 13:44:32.947,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-14
Competitive,"Landstuhl, Germany",0660,Pharmacist,GS-12,12,12,845222400,Pharmacist,Department of Defense,2025-09-09 00:00:00.000,2025-09-11T23:59:59.9970,0660 - Pharmacist,GS-12
Competitive,"Stuttgart, Germany",0660,Pharmacist,GS-12,12,12,845226700,Pharmacist,Department of Defense,2025-09-08 08:18:24.120,2025-09-12T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Durham, North Carolina",0660,Pharmacist,GS-13,13,13,845257800,Pharmacist Supervisor (Outpatient),Department of Veterans Affairs,2025-09-09 07:20:49.760,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Aurora, Colorado",0660,Pharmacist,GS-12,12,12,845261400,Clinical Pharmacist (Inpatient and ED),Department of Veterans Affairs,2025-09-08 12:13:47.153,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Aurora, Colorado",0660,Pharmacist,GS-12,12,12,845262300,Clinical Pharmacist (Inpatient and ED),Department of Veterans Affairs,2025-09-08 12:11:32.083,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Fargo, North Dakota",0660,Pharmacist,GS-13,13,13,845282200,Clinical Pharmacy Specialist - Pain Management,Department of Veterans Affairs,2025-09-08 13:46:04.643,2025-09-16T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Anywhere in the U.S. (remote job), United States",0660,Pharmacist,GS-14,14,14,845358800,Pharmacist (PMOP Coordinator),Department of Veterans Affairs,2025-09-09 09:08:33.053,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-14
Excepted,"Fresno, California",0660,Pharmacist,GS-13,13,13,845379100,CLINICAL PHARMACIST,Department of Veterans Affairs,2025-09-09 10:46:13.030,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Durham, North Carolina",0660,Pharmacist,GS-14,14,14,845405300,ASSOCIATE SERVICE CHIEF,Department of Veterans Affairs,2025-09-09 12:41:44.907,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-14
Excepted,"Vancouver, Washington",0660,Pharmacist,GS-12,12,12,845414500,Clinical Pharmacist,Department of Veterans Affairs,2025-09-09 13:19:40.683,2025-09-16T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Lexington, Kentucky",0660,Pharmacist,GS-15,15,15,845442100,Pharmacist Service Chief - Research & Development,Department of Veterans Affairs,2025-09-09 15:06:18.333,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-15
Competitive,"Waymart, Pennsylvania",0660,Pharmacist,GS-12,12,12,845445200,Pharmacist (Chief Pharmacist),Department of Justice,2025-09-09 00:00:00.000,2025-09-23T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Aurora, Colorado",0660,Pharmacist,GS-13,13,13,845447000,PHARMACY SUPERVISOR SPECIALTY CARE CLINICAL PHARMACY PRACTITIONER,Department of Veterans Affairs,2025-09-09 15:23:50.477,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Aurora, Colorado",0660,Pharmacist,GS-13,13,13,845447400,PHARMACY SUPERVISOR SPECIALTY CARE CLINICAL PHARMACY PRACTITIONER,Department of Veterans Affairs,2025-09-09 15:25:07.617,2025-09-18T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Palo Alto, California",0660,Pharmacist,GS-14,14,14,845476300,Pharmacist (Associate Service Chief),Department of Veterans Affairs,2025-09-10 00:00:00.000,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-14
Competitive,"Brussels, Belgium",0660,Pharmacist,GS-12,12,12,845484300,Pharmacist,Department of Defense,2025-09-11 00:00:00.000,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Salt Lake City, Utah",0660,Pharmacist,GS-13,13,13,845526400,Pharmacist- Clinical Specialist Cardiology,Department of Veterans Affairs,2025-09-10 11:30:23.760,2025-09-22T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Hampton, Virginia",0660,Pharmacist,GS-14,14,14,845530300,Associate Chief of Pharmacy,Department of Veterans Affairs,2025-09-10 11:44:37.910,2025-09-22T23:59:59.9970,0660 - Pharmacist,GS-14
Excepted,"Salt Lake City, Utah",0660,Pharmacist,GS-13,13,13,845530400,Pharmacist - Clinical Specialist Cardiology,Department of Veterans Affairs,2025-09-10 11:42:23.067,2025-09-22T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Prescott, Arizona",0660,Pharmacist,GS-13,13,13,845540500,Facility Program Manager - PMOP Coordinator,Department of Veterans Affairs,2025-09-11 00:00:00.000,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Long Beach, California",0660,Pharmacist,GS-13,13,13,845602900,Facility Program Manager,Department of Veterans Affairs,2025-09-11 00:00:00.000,2025-09-25T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"San Antonio, Texas",0660,Pharmacist,GS-11/12,11,12,845603600,Clinical Pharmacist (Outpatient),Department of Veterans Affairs,2025-09-10 17:05:09.537,2025-09-24T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Menlo Park, California",0660,Pharmacist,GS-13,13,13,845616000,Pharmacist (Facility Program Manager - Pharmacy Benefits Manager),Department of Veterans Affairs,2025-09-11 00:00:00.000,2025-09-22T23:59:59.9970,0660 - Pharmacist,GS-13
Competitive,"Hampton, Virginia",0660,Pharmacist,GS-12,12,12,845627100,Inpatient Clinical Pharmacist,Department of Veterans Affairs,2025-09-11 08:14:06.027,2025-09-19T23:59:59.9970,0660 - Pharmacist,GS-12
Excepted,"Omaha, Nebraska",0660,Pharmacist,GS-13,13,13,845642200,Facility Program Manager - Pharmacist - Medication Safety,Department of Veterans Affairs,2025-09-11 09:46:05.343,2025-09-15T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Charleston, South Carolina",0660,Pharmacist,GS-11/12,11,12,845648200,Clinical Pharmacist,Department of Veterans Affairs,2025-09-11 10:11:29.650,2025-09-26T23:59:59.9970,0660 - Pharmacist,GS-11/12
Excepted,"Kansas City, Missouri",0660,Pharmacist,GS-13,13,13,845685000,Pharmacist(Clinical Spec),Department of Veterans Affairs,2025-09-11 12:41:32.973,2025-09-21T23:59:59.9970,0660 - Pharmacist,GS-13
Excepted,"Kansas City, Missouri",0660,Pharmacist,GS-13,13,13,845687100,Pharmacist(Clinical Spec),Department of Veterans Affairs,2025-09-11 12:48:19.603,2025-09-21T23:59:59.9970,0660 - Pharmacist,GS-13
Competitive,"Fort Hall, Idaho",0661,Pharmacy Technician,GS-3/6,3,6,829409800,Pharmacy Technician / Pharmacy Aid,Department of Health and Human Services,2025-07-29 00:00:00.000,2025-09-26T23:59:59.9970,0661 - Pharmacy Technician,GS-3/6
Competitive,"Fort Hall, Idaho",0661,Pharmacy Technician,GS-3/6,3,6,829413600,Pharmacy Technician/ Pharmacy Aid,Department of Health and Human Services,2025-07-25 00:00:00.000,2025-09-26T23:59:59.9970,0661 - Pharmacy Technician,GS-3/6
Excepted,"Belcourt, North Dakota",0661,Pharmacy Technician,GS-3/6,3,6,836589200,Pharmacy Technician,Department of Health and Human Services,2025-07-25 00:00:00.000,2025-09-26T23:59:59.9970,0661 - Pharmacy Technician,GS-3/6
Excepted,"Fargo, North Dakota",0661,Pharmacy Technician,GS-8,8,8,838952100,Pharmacy Technician - Sterile Compounding,Department of Veterans Affairs,2025-06-17 08:49:16.783,2025-09-12T23:59:59.9970,0661 - Pharmacy Technician,GS-8
