questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12761421,840363600,ASSISTANT PRODUCTION SHOP PLANNER,ST-12761421-25-CMB,Department of the Navy,4701,Miscellaneous General Maintenance and Operations Work,2025-07-10 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.963779
https://apply.usastaffing.gov/ViewQuestionnaire/12761136,840363700,Electrician,CBSR-12761136-25-MC,Department of Veterans Affairs,2805,Electrician,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.963997
https://apply.usastaffing.gov/ViewQuestionnaire/12758615,840364100,Supervisory Police Officer,CBSR-12758615-25-NS,Department of Veterans Affairs,0083,Police,2025-07-09 13:43:56.683,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.964331
https://apply.usastaffing.gov/ViewQuestionnaire/12760172,840364300,Materials Examiner and Identifier Leader,DLADispSvcs-25-12760172-MP,Department of Defense,6912,Materials Examining And Identifying,2025-07-09 13:42:13.387,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.964544
https://apply.usastaffing.gov/ViewQuestionnaire/12761329,840364400,Veterinary Medical Officer (Clinical Care) NF-04,O2NAFAV-25-12761329,Department of the Army,0701,Veterinary Medical Science,2025-07-09 13:42:45.047,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.964742
https://apply.usastaffing.gov/ViewQuestionnaire/12758922,840364800,Registered Nurse - Wyoming Specialty,CBSR-12758922-25-AB,Department of Veterans Affairs,0610,Nurse,2025-07-09 13:44:01.507,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.965409
https://apply.usastaffing.gov/ViewQuestionnaire/12761512,840364900,Transportation Security Officer,12761512-MCW-PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-07-09 13:44:40.043,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.965746
https://apply.usastaffing.gov/ViewQuestionnaire/12761334,840365300,Lead Transportation Security Officer,ALB-25-084065-01-12761334-I,Department of Homeland Security,1802,Compliance Inspection And Support,2025-07-10 00:00:00.000,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.967165
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92209,840365400,Marine Surveyor (Open to both U.S. Citizens and Federal Employees),MARAD.DAO-2025-0005,Department of Transportation,0873,Marine Survey Technical,2025-07-10 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.967482
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92209&S=1,840365400,Marine Surveyor (Open to both U.S. Citizens and Federal Employees),MARAD.DAO-2025-0005,Department of Transportation,0873,Marine Survey Technical,2025-07-10 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.967495
https://apply.usastaffing.gov/ViewQuestionnaire/12761255,840365700,Lead Medical Support Assistant,CBTG-12761255-25-TH,Department of Veterans Affairs,0679,Medical Support Assistance,2025-07-09 13:46:38.760,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.968037
https://apply.usastaffing.gov/ViewQuestionnaire/12761333,840365800,Diagnostic Radiologic Technologist,HSJT251272121203HM,Department of Defense,0647,Diagnostic Radiologic Technologist,2025-07-11 00:00:00.000,2026-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.968256
https://apply.usastaffing.gov/ViewQuestionnaire/12761430,840365900,Licensed Practical Nurse,CBTD-12761430-25-KLT,Department of Veterans Affairs,0620,Practical Nurse,2025-07-09 13:47:43.023,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.968587
https://apply.usastaffing.gov/ViewQuestionnaire/12760249,840366000,COOK,25-4ZFSW913439,Department of the Air Force,7404,Cooking,2025-07-09 13:48:04.457,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.968789
https://apply.usastaffing.gov/ViewQuestionnaire/12758923,840366100,Registered Nurse - Wyoming Specialty,CBSR-12758923-25-AB,Department of Veterans Affairs,0610,Nurse,2025-07-09 13:48:06.667,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.969079
https://apply.usastaffing.gov/ViewQuestionnaire/12759651,840366200,Licensed Practical Nurse-Telehealth,CBSY-12759651-25-TKA,Department of Veterans Affairs,0620,Practical Nurse,2025-07-09 13:48:11.097,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.969448
https://apply.usastaffing.gov/ViewQuestionnaire/12759529,840366400,Inventory Management Specialist,CBTF-12759529-25-JF,Department of Veterans Affairs,2010,Inventory Management,2025-07-09 13:52:06.950,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.969781
https://apply.usastaffing.gov/ViewQuestionnaire/12761422,840366600,Cemetery Caretaker Supervisor,RP-25-AB-12761422-846,Department of Veterans Affairs,4754,Cemetery Caretaking,2025-07-10 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.970026
https://apply.usastaffing.gov/ViewQuestionnaire/12754690,840366700,Border Patrol Agent (Resident Agent),USBP-IMP-12754690-MCL,Department of Homeland Security,1896,Border Patrol Enforcement Series,2025-07-11 00:00:00.000,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.970390
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177486,840366800,Budget and Accounting Officer,MXR-2025-0204,Department of Justice,0501,Financial Administration And Program,2025-07-09 14:00:05.047,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.970610
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177486&S=1,840366800,Budget and Accounting Officer,MXR-2025-0204,Department of Justice,0501,Financial Administration And Program,2025-07-09 14:00:05.047,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.970622
https://apply.usastaffing.gov/ViewQuestionnaire/12761507,840366900,ELECTRONICS MECH SUPV II,ST-12761507-25-EEE,Department of the Navy,2604,Electronics Mechanic,2025-07-09 14:06:36.383,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.970879
https://apply.usastaffing.gov/ViewQuestionnaire/12756723,840367000,"Supervisory Clinical Laboratory Scientist - Esoteric, Send-out Testing and Phlebotomy and Processing",CBSR-12756723-25-JF,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-07-09 13:56:58.633,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.971188
https://apply.usastaffing.gov/ViewQuestionnaire/12760024,840367400,Staff Psychologist - PTSD Clinical Team,CBSU-12760024-25-AS,Department of Veterans Affairs,0180,Psychology,2025-07-09 13:57:07.333,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.971521
https://apply.usastaffing.gov/ViewQuestionnaire/12761411,840367600,Registered Nurse-Mental Health Substance Treatment Program,CBTG-12761411-25-SS,Department of Veterans Affairs,0610,Nurse,2025-07-09 13:57:28.430,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.972076
https://apply.usastaffing.gov/ViewQuestionnaire/12759775,840367700,Supervisory Program Specialist (CYS) NF-03,C2SCNAFCY-25-12759775,Department of the Army,1701,General Education And Training,2025-07-08 00:00:00.000,2025-09-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.972321
https://apply.usastaffing.gov/ViewQuestionnaire/12759400,840368000,HUMAN RESOURCES ASSISTANT (RECRUITMENT & PLACEMENT/OA),7I-AFPC-12759400-909892-MED,Department of the Air Force,0203,Human Resources Assistance,2025-07-10 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.972590
https://apply.usastaffing.gov/ViewQuestionnaire/12760039,840368100,Social Worker - Behavioral Health Interdisciplinary Program (BHIP) (Part-Time),CBSS-12760039-25-TH,Department of Veterans Affairs,0185,Social Work,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.972860
https://jobs.monstergovt.com/loc/ros/rosDashboard.hms?O=1&J=27529,840368400,Financial Management Specialist,VAR003148,Legislative Branch,0501,Financial Administration And Program,2025-07-09 14:03:10.360,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.973110
https://jobs.monstergovt.com/loc/ros/rosDashboard.hms?O=1&J=27529&S=1,840368400,Financial Management Specialist,VAR003148,Legislative Branch,0501,Financial Administration And Program,2025-07-09 14:03:10.360,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.973122
https://apply.usastaffing.gov/ViewQuestionnaire/12757926,840368500,Diagnostic Radiologic Technologist - Computed Tomography (CT),CBTC-12757926-25-EKS,Department of Veterans Affairs,0647,Diagnostic Radiologic Technologist,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.973461
https://apply.usastaffing.gov/ViewQuestionnaire/12761435,840368600,Housekeeping Aid - Environmental Services Technician,CBSS-12761435-25-JAC,Department of Veterans Affairs,3566,Custodial Working,2025-07-09 15:29:22.970,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.973692
https://apply.usastaffing.gov/ViewQuestionnaire/12756175,840368700,Registered Nurse (3 North Medical/Surgical),CBTD-12756175-25-HF,Department of Veterans Affairs,0610,Nurse,2025-07-09 14:05:37.563,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.974008
https://apply.usastaffing.gov/ViewQuestionnaire/12760012,840369200,Recreation Assistant (Outdoor Recreation),25-9JFSV912940,Department of the Air Force,0189,Recreation Aid And Assistant,2025-07-09 14:08:02.093,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.974937
https://apply.usastaffing.gov/ViewQuestionnaire/12760264,840369300,MEDICAL SUPPORT ASSISTANT (ADV,CBSU-12760264-25-GDA,Department of Veterans Affairs,0679,Medical Support Assistance,2025-07-09 14:08:47.490,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.975198
https://apply.usastaffing.gov/ViewQuestionnaire/12761543,840369700,CYP Program Assistant May be eligible for 1000.00 Incentive at 6 mo. and 1 year,25-12761543,Department of the Navy,1702,Education And Training Technician,2025-07-09 14:10:42.733,2026-02-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.975702
https://apply.usastaffing.gov/ViewQuestionnaire/12761480,840369900,Social Worker-Patient Aligned Care Team  (PACT),CBSV-12761480-25-JM,Department of Veterans Affairs,0185,Social Work,2025-07-09 14:14:48.823,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.976180
https://apply.usastaffing.gov/ViewQuestionnaire/12761481,840370100,Social Worker-Patient Aligned Care Team  (PACT),CBSV-12761481-25-JM,Department of Veterans Affairs,0185,Social Work,2025-07-09 14:14:13.107,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.976469
https://apply.usastaffing.gov/ViewQuestionnaire/12753313,840370300,Emergency Management Specialist,CBSU-12753313-25-NW,Department of Veterans Affairs,0089,Emergency Management Specialist,2025-07-09 14:15:21.807,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.977051
https://apply.usastaffing.gov/ViewQuestionnaire/12761330,840370400,Podiatrist - Surgical,CBTA-12761330-25-KLL,Department of Veterans Affairs,0668,Podiatrist,2025-07-09 14:15:54.753,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.977285
https://apply.usastaffing.gov/ViewQuestionnaire/12761538,840370500,General Supply Specialist,DLADist-25-12761538-MP,Department of Defense,2001,General Supply,2025-07-09 14:16:15.210,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.977574
https://apply.usastaffing.gov/ViewQuestionnaire/12761445,840370600,Early Childhood Intervention Services Program Manager,HSJH258341791445DHA,Department of Defense,1701,General Education And Training,2025-07-11 00:00:00.000,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.977788
https://apply.usastaffing.gov/ViewQuestionnaire/12761263,840371100,CYP OPERATIONS CLERK,25-12761263,Department of the Navy,0303,Miscellaneous Clerk And Assistant,2025-07-09 14:19:52.210,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.978017
https://apply.usastaffing.gov/ViewQuestionnaire/12761426,840371600,SUPERVISORY SECURITY SPECIALIST,IMP-12761426-25-FM,Department of Defense,0080,Security Administration,2025-07-10 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.979005
https://apply.usastaffing.gov/ViewQuestionnaire/12754574,840371700,FIRE CHIEF,6R-APPC-12754574-868101-AD,Department of the Air Force,0081,Fire Protection and Prevention,2025-07-09 14:22:44.020,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.979482
https://apply.usastaffing.gov/ViewQuestionnaire/12760169,840372000,AIRCRAFT OVERHAUL SUPERVISOR,4U-ARTE-904864-12760169-CC,Department of the Air Force,8801,Miscellaneous Aircraft Overhaul,2025-07-10 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.979833
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177488,840372100,Supervisory Correctional Officer (Lieutenant),SER-2025-0167,Department of Justice,0007,Correctional Officer,2025-07-09 14:25:40.943,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.980050
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177488&S=1,840372100,Supervisory Correctional Officer (Lieutenant),SER-2025-0167,Department of Justice,0007,Correctional Officer,2025-07-09 14:25:40.943,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.980066
https://apply.usastaffing.gov/ViewQuestionnaire/12761517,840372400,Waiter,25-9PFSW856834R,Department of the Air Force,7420,Waiter,2025-07-09 14:27:27.580,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.980534
https://apply.usastaffing.gov/ViewQuestionnaire/12761230,840372800,Food Service Worker,CBCU-12761230-25-HA,Department of Veterans Affairs,7408,Food Service Working,2025-07-10 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.980736
https://apply.usastaffing.gov/ViewQuestionnaire/12758273,840372900,Supervisory Clinical Laboratory Scientist,CBSW-12758273-25-CT,Department of Veterans Affairs,0644,Clinical Laboratory Science,2025-07-09 14:29:25.573,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.980984
https://apply.usastaffing.gov/ViewQuestionnaire/12761571,840373000,CHILD AND YOUTH PROGRAM ASSISTANT (TARGET LEVEL),25-9UFSY914630,Department of the Air Force,1702,Education And Training Technician,2025-07-09 14:29:55.127,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.981194
https://apply.usastaffing.gov/ViewQuestionnaire/12759191,840373100,Plumber,CBSY-12759191-25-SC,Department of Veterans Affairs,4206,Plumbing,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.981448
https://apply.usastaffing.gov/ViewQuestionnaire/12761578,840373400,Crane Operator,20250604-89442-197383-DG-ST,Department of Homeland Security,5725,Crane Operating,2025-07-09 14:32:51.770,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.981856
https://apply.usastaffing.gov/ViewQuestionnaire/12759832,840373500,Clinical Pharmacist (Inpatient),CAZM-12759832-25-TNM,Department of Veterans Affairs,0660,Pharmacist,2025-07-10 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.982145
https://apply.usastaffing.gov/ViewQuestionnaire/12758641,840373600,Wildland Firefighter (Fuels) - Direct Hire Authority,DHA-25-12758641-CBXH-DN,Department of the Interior,0456,Wildland Fire Management,2025-07-09 14:30:40.407,2025-07-17T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.982384
https://apply.usastaffing.gov/ViewQuestionnaire/12759309,840373700,Psychology Program Manager,CBTG-12759309-25-AH,Department of Veterans Affairs,0180,Psychology,2025-07-09 14:30:52.727,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.982671
https://apply.usastaffing.gov/ViewQuestionnaire/12758370,840374100,Social Worker (Urgent Care),CBSV-12758370-25-JHJ,Department of Veterans Affairs,0185,Social Work,2025-07-09 14:51:24.407,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.983240
https://apply.usastaffing.gov/ViewQuestionnaire/12759945,840374200,Social Worker (Urgent Care),CBSV-12759945-25-JHJ,Department of Veterans Affairs,0185,Social Work,2025-07-09 14:51:52.120,2025-07-22T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.983570
https://apply.usastaffing.gov/ViewQuestionnaire/12761493,840374600,Crane Operator,20250604-89442-197383-DG-DE,Department of Homeland Security,5725,Crane Operating,2025-07-09 14:33:42.660,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.983811
https://apply.usastaffing.gov/ViewQuestionnaire/12758725,840375200,FIREFIGHTER (BLS/HAZMAT TECHNICIAN),ST-12758725-25-ABI,Department of the Navy,0081,Fire Protection and Prevention,2025-07-10 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.984095
https://apply.usastaffing.gov/ViewQuestionnaire/12761072,840375300,Contract Administrator,DCMA-P6-25-12761072-MP,Department of Defense,1102,Contracting,2025-07-08 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.984315
https://apply.usastaffing.gov/ViewQuestionnaire/12759248,840375400,Supervisory Social Worker - HUD-VASH,CBTC-12759248-25-JW,Department of Veterans Affairs,0185,Social Work,2025-07-10 00:00:00.000,2025-07-21T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.984585
https://apply.usastaffing.gov/ViewQuestionnaire/12759447,840375500,Nurse,CBTE-12759447-25-ZS,Department of Veterans Affairs,0610,Nurse,2025-07-10 00:00:00.000,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.984862
https://apply.usastaffing.gov/ViewQuestionnaire/12761557,840375600,Advanced Practice Nurse - Cardiology,CBSV-12761557-25-SJM,Department of Veterans Affairs,0610,Nurse,2025-07-09 14:37:08.347,2025-07-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.985141
https://apply.usastaffing.gov/ViewQuestionnaire/12761524,840375700,Social Worker - Behavioral Health Interdisciplinary Program (BHIP),CBSS-12761524-25-TH,Department of Veterans Affairs,0185,Social Work,2025-07-10 00:00:00.000,2025-07-18T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.985401
https://apply.usastaffing.gov/ViewQuestionnaire/12759311,840375800,Licensed Professional Mental Health Counselor (Program Coordinator),CBTG-12759311-25-AH,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-09 14:38:18.073,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.985673
https://apply.usastaffing.gov/ViewQuestionnaire/12759310,840376000,Social Worker (Program Coordinator),CBTG-12759310-25-AH,Department of Veterans Affairs,0185,Social Work,2025-07-09 14:38:30.243,2025-07-23T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.985936
